year,state,result,rep_incumbent,inc_pct,result_house_2,result_senate_2,result_house_4,result_senate_4,result_pres_4,result_house_6,result_senate_6,result_house_8,result_senate_8,result_pres_8,result_house_10,result_senate_10,result_house_12,result_senate_12,result_pres_12,result_house_14,result_senate_14,result_house_16,result_senate_16,result_pres_16,result_house_18,result_senate_18,result_house_20,result_senate_20,result_pres_20,result_house_22,result_senate_22,result_house_24,result_senate_24,result_pres_24,american_indian,asian,black,more_than_one,pacific_islander,white,hispanic,white_non_hispanic,hs_higher_pct,bachelor_higher_pct,urbanicity,unemployment_pct,white_evangelist_pct,gdp_1,gdp_4,household_income_1,household_income_4,unemployment_pct_1,unemployment_pct_4,nasdaq_1,nasdaq_3,nasdaq_6,nasdaq_12,nasdaq_48,spy_1,spy_3,spy_6,spy_12,spy_48
1976,AK,0.6189182877358083,1,0.6189182877358083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.569,0.076,,,,,,0.051,0.0119999999999999,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
1976,AL,0.4333327602214504,1,0.4333327602214504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.586,0.067,,,,,,,,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
1976,AR,0.3495114852180084,1,0.3495114852180084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.069,,,,,,0.03,-0.0089999999999999,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
1976,AZ,0.5861330301689619,1,0.5861330301689619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7959999999999999,0.098,,,,,,0.056,0.015,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
1976,CA,0.5091782730681821,1,0.5091782730681821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.909,0.092,,,,,,0.059,0.03,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
1976,CO,0.5590754383161465,1,0.5590754383161465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.785,0.06,,,,,,0.0119999999999999,-0.0409999999999999,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
1976,CT,0.5261001670621348,1,0.5261001670621348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.784,0.092,,,,,,0.06,0.0239999999999999,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
1976,DC,0.1682227761314736,1,0.1682227761314736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.087,,,,,,0.0469999999999999,0.0119999999999999,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
1976,DE,0.472698619106876,1,0.472698619106876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.722,0.085,,,,,,0.047,0.005,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
1976,FL,0.473197981279208,1,0.473197981279208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8170000000000001,0.093,,,,,,0.044,0.014,-0.0005528527200353,-0.0096417223622219,0.015047725996631,0.1797180892717305,-0.3130937001291891,,,,,
